hr,cnt,prediction
13,5.0369526024136295,5.4381387920255895
4,2.0794415416798357,4.274749518041022
10,3.367295829986474,5.61248910292726
3,3.1354942159291497,4.070518356950219
2,1.6094379124341003,3.6356410869256615
17,6.582025138892826,6.736021629428082
6,4.890349128221754,5.727768710622007
12,5.4116460518550396,5.953390013387182
12,5.4116460518550396,5.474852211207666
0,3.9889840465642745,4.840168405778654
19,6.447305862541213,6.746109199163389
18,6.289715570908998,5.949487873976784
12,4.3694478524670215,5.014333793565219
22,4.672828834461906,5.016095495612828
4,2.302585092994046,3.5015412928596277
21,2.995732273553991,4.673294923048546
23,4.624972813284271,5.38344626059065
8,6.089044875446846,6.069376271144533
1,3.4339872044851463,4.395697576927859
3,3.8066624897703196,3.358633880702924
21,4.143134726391533,4.921160829807279
14,4.48863636973214,5.219614946631136
5,1.6094379124341003,2.2429314925009565
23,4.787491742782046,5.10745315388954
18,6.3835066348840055,6.2617625609234215
21,3.7612001156935624,4.742851118135132
10,5.497168225293202,5.916852994127482
0,3.332204510175204,4.262338966687148
12,5.030437921392435,5.327561394451622
5,3.6109179126442243,3.4336295730476674
21,5.176149732573829,5.6407138119197615
1,1.3862943611198906,2.39627713824535
13,5.564520407322694,5.8886497412267165
7,5.8916442118257715,5.574142586212394
3,3.8501476017100584,3.767062013852687
10,5.857933154483459,6.2119907337717555
9,5.8377304471659395,6.0523985202666495
10,5.902633333401366,6.008816895302253
16,4.718498871295094,5.514741924697451
0,1.3862943611198906,2.435257781317622
0,3.1780538303479458,4.738112454640693
1,4.6443908991413725,5.068294512014386
13,5.501258210544727,5.524120647411001
18,6.5638555265321274,6.915494854039093
13,6.320768294250582,6.515784214224316
2,2.3978952727983707,3.639623025880347
14,5.278114659230517,5.5621373895635084
7,2.6390573296152584,2.8531127873442887
14,5.730099782973574,6.243548283149639
0,3.4965075614664802,4.929474303862943
2,2.5649493574615367,3.423467689908065
7,3.295836866004329,5.014300876544683
7,3.367295829986474,4.160250803500142
0,3.6888794541139363,4.625562786837042
8,5.8971538676367405,5.725798187562397
8,5.75890177387728,5.776349499615508
21,4.770684624465665,5.337797678994031
20,5.602118820879701,6.059946151211669
0,3.5263605246161616,4.670214279621366
10,4.1588830833596715,6.200202379057921
9,5.805134968916488,6.351924041352683
18,3.5553480614894135,5.0386336946043535
12,5.556828061699537,5.797398345826224
22,4.6443908991413725,5.281710151221294
9,3.1354942159291497,3.1164906373827215
8,4.430816798843313,5.168227336538998
4,1.6094379124341003,3.700564557493234
22,4.276666119016055,5.039149033192954
8,6.093569770045136,6.1132924673468825
18,6.74993119378857,6.833910235325717
9,5.2832037287379885,5.932526780867311
23,4.0943445622221,5.059394223439634
4,3.091042453358316,4.477963822062114
16,5.811140992976701,6.288477878363416
6,3.332204510175204,3.4901239983544103
6,4.836281906951478,4.619063464845896
11,4.574710978503383,5.32136745550905
9,4.969813299576001,3.897818602432625
1,2.5649493574615367,4.335149866507252
11,4.820281565605037,5.9592833524130455
5,2.4849066497880004,1.2627727959029027
5,2.9444389791664403,3.501672025616488
22,3.58351893845611,5.031177712617657
7,2.772588722239781,5.048922757502756
15,5.8805329864007,5.845912113626281
8,6.48768401848461,4.914011782668617
5,1.9459101490553132,2.600328388556907
20,4.6443908991413725,5.188207802408057
10,5.0369526024136295,5.7284417413537465
21,4.110873864173311,5.238487970007617
3,1.6094379124341003,4.1032337357544275
14,5.313205979041787,5.781460217970208
20,3.4339872044851463,4.655111619052875
10,5.298317366548036,5.841906368852721
22,4.844187086458591,5.525557367103404
16,5.459585514144159,6.124248398182653
10,4.927253685157205,5.768390057284925
3,2.3978952727983707,2.9600495636134085
3,1.791759469228055,2.591845207739275
18,6.159095388491933,6.364512265574431
13,5.598421958998375,5.955588603875137
7,5.575949103146316,6.4508188225710414
15,6.152732694704104,6.445327796008065
16,6.089044875446846,6.631046519898599
20,4.276666119016055,5.203614409383482
2,1.6094379124341003,7.21324046359832
16,5.66988092298052,6.389179286710971
23,4.976733742420574,5.072790740958618
19,5.926926025970411,6.011978596324096
22,4.90527477843843,5.517400417714488
18,6.46302945692067,6.687600557213657
7,3.1354942159291497,3.6265635458107193
3,0.6931471805599453,2.2591634208346774
6,4.276666119016055,7.857187615104158
7,5.605802066295998,5.840061559432605
21,4.31748811353631,5.085374416717747
10,4.6443908991413725,9.331511241293759
23,4.394449154672439,5.243910000641796
5,3.5263605246161616,3.829278323697821
22,5.231108616854587,5.762337906997299
4,1.6094379124341003,2.962108059241493
2,4.07753744390572,4.76533536414389
1,3.044522437723423,4.390681311834752
3,3.367295829986474,4.429348657427459
18,5.2574953720277815,5.662400649806981
6,5.147494476813453,5.645547682929887
15,5.438079308923196,6.028687572248419
8,5.049856007249537,5.360641069737632
21,5.003946305945459,5.57901756949914
4,1.791759469228055,1.5630636841859358
13,5.117993812416755,5.517265632099212
6,4.736198448394496,4.727038166440374
12,5.846438775057725,6.140637376776419
6,4.709530201312334,5.417279496610947
18,5.043425116919247,5.611856393274618
15,5.968707559985366,6.489290343814729
17,6.769641976852503,6.902861258293599
14,6.249975242259483,6.597811732994867
3,2.302585092994046,4.30379721673348
6,3.8501476017100584,4.207701021472722
12,4.204692619390966,4.1179547501426175
5,2.5649493574615367,3.109974638112772
1,2.6390573296152584,3.6255200685227074
19,5.560681631015528,6.0047594494132195
21,3.295836866004329,4.4232021396019245
22,2.1972245773362196,3.5904182413860712
4,2.0794415416798357,4.530638147026875
11,4.74493212836325,5.483515245110447
5,0.0,0.7567118517860499
21,5.529429087511423,5.558240319802222
22,4.997212273764115,5.415280967647651
6,5.062595033026967,5.878678498682233
4,1.3862943611198906,2.3110263446419324
5,1.0986122886681098,4.307038975595011
0,5.153291594497779,5.45293597368595
3,2.772588722239781,4.428924299284637
4,2.3978952727983707,3.1050307518872304
6,5.1298987149230735,6.306517708537741
0,3.1780538303479458,9.589325680259055
2,2.70805020110221,3.6400385598522798
18,5.755742213586912,5.841189653677395
3,0.6931471805599453,2.004140047138378
0,3.1780538303479458,3.5094465589465496
13,5.176149732573829,5.346946746427042
14,5.393627546352362,5.400282837495481
7,3.912023005428146,4.42885739378545
11,5.342334251964811,5.860222862710212
11,5.043425116919247,5.306654018036938
2,2.302585092994046,2.645797406259191
22,4.74493212836325,5.2291250701115715
6,4.454347296253507,15.308462880890888
9,5.655991810819852,6.436086350408758
8,3.4965075614664802,6.7941392048865605
14,4.990432586778736,5.426275089257073
4,0.0,2.815470615070215
11,4.143134726391533,4.906411355032066
4,1.791759469228055,3.0994283231685595
16,6.1463292576688975,6.7183537436599226
20,5.231108616854587,5.726126912626413
6,4.276666119016055,6.50866678822583
20,6.056784013228625,6.377432760571955
12,5.153291594497779,5.413316783478962
22,4.8283137373023015,5.464108308589957
1,2.6390573296152584,4.114083062169142
12,4.1588830833596715,5.032729922693807
15,4.8283137373023015,5.504630273447098
10,4.948759890378168,7.731243612614066
2,3.4011973816621555,5.120632966802607
8,5.945420608606575,5.848805916887647
9,5.365976015021851,5.87300638680662
16,4.736198448394496,5.652002949515903
4,0.6931471805599453,3.442078508552344
3,0.6931471805599453,2.823387319741178
18,6.35088571671474,6.355547920729826
5,2.70805020110221,4.130830503015612
23,5.278114659230517,5.439003321223099
22,4.8283137373023015,5.273189060008473
22,4.465908118654584,5.164928635885056
14,5.62040086571715,6.153174477696536
3,1.6094379124341003,0.9057023491413767
9,5.6937321388027,6.493570946023193
7,3.4011973816621555,2.487069126838259
18,6.016157159698354,6.493137489621629
13,4.927253685157205,5.691930587435744
19,5.62040086571715,5.560432412162616
5,3.5263605246161616,4.41921706194447
2,1.9459101490553132,2.894815922568574
8,4.672828834461906,5.1434911862337085
1,3.7612001156935624,4.039055582694913
8,4.382026634673881,4.919618287056038
21,4.219507705176107,4.7811416324519085
3,2.0794415416798357,2.5679405307517955
5,3.6635616461296463,3.700384611427778
14,5.017279836814924,5.739692652799975
7,5.6240175061873385,5.920629426565459
14,5.313205979041787,5.781433124568868
1,1.791759469228055,3.2236440033869878
22,4.3694478524670215,5.2695136611076405
9,4.454347296253507,5.360736013004815
1,2.9444389791664403,3.672655120457215
15,5.153291594497779,5.80832705961379
22,4.844187086458591,5.482548375560633
22,4.584967478670572,5.319466838729358
6,4.787491742782046,5.127415151418023
8,5.017279836814924,6.061890466018115
6,2.302585092994046,3.3516508846771957
6,2.3978952727983707,3.8682743512723397
18,6.295266001439646,6.475824750784957
16,6.030685260261263,6.70901523668143
22,4.852030263919617,5.289295404306981
23,4.04305126783455,5.075711060566898
22,4.897839799950911,5.148578512617371
3,3.8501476017100584,3.872393648097758
3,1.791759469228055,3.3946898961652563
4,2.4849066497880004,3.922238355271543
8,5.062595033026967,4.942676449948622
8,6.405228458030842,6.209528214321065
13,5.771441123130016,6.021320466058165
15,4.672828834461906,5.22408340178402
19,5.545177444479562,5.93575472805704
22,4.663439094112067,5.377093722277434
17,6.016157159698354,6.203741160638473
18,5.220355825078324,5.356246441960261
19,5.955837369464831,6.3984824807726906
6,3.1354942159291497,3.894745947928235
23,3.6109179126442243,5.026764965079
14,5.262690188904886,5.704201599254601
16,5.521460917862246,6.059335008101448
21,4.6913478822291435,5.562391182502232
10,5.5134287461649825,5.722625176497128
15,5.560681631015528,5.969890709919313
20,5.7430031878094825,5.392658988035399
11,5.030437921392435,5.415622042735027
12,5.805134968916488,5.996638262225457
17,6.035481432524756,6.129101260601606
15,5.231108616854587,5.900391301768927
0,2.772588722239781,2.9451376717010795
8,6.541029999189903,6.392643433585389
4,0.6931471805599453,2.9475475280720684
16,4.770684624465665,5.663552140156005
16,5.749392985908253,5.853678149315169
7,3.8066624897703196,4.516649331634892
7,5.811140992976701,6.487370221212542
8,6.580639137284949,6.381712917154408
1,2.0794415416798357,2.194734374804424
8,6.331501849893691,6.609957313353214
13,6.478509642208569,6.758468597782928
3,1.0986122886681098,1.1851208763462688
20,5.2832037287379885,5.716858599014157
15,5.752572638825633,5.910246351311704
22,4.787491742782046,5.425484444912341
9,4.948759890378168,5.476394645850686
11,5.823045895483019,6.1431127990923775
3,1.0986122886681098,2.5621136268239595
12,5.420534999272286,5.556260317488585
20,4.07753744390572,4.917566885843174
3,1.3862943611198906,2.1629036292240365
20,5.659482215759621,6.218993384831663
21,4.51085950651685,5.100919832202187
1,2.3978952727983707,2.657641044276823
4,0.0,2.826802102852728
16,5.10594547390058,5.598448317082406
22,4.997212273764115,5.2540444005468245
13,4.59511985013459,5.065992938273291
6,3.58351893845611,4.16311294178251
8,3.4657359027997265,4.105305968386144
18,6.740519359606223,6.902930312316632
15,4.663439094112067,5.461790256251248
0,3.258096538021482,4.0993005302141485
7,5.056245805348308,5.830897939032352
6,1.9459101490553132,4.811141237318365
13,5.1647859739235145,5.454615102035564
16,6.133398042996649,6.495933753024559
16,5.820082930352362,6.382684745171786
14,6.156978985585555,6.536722138162114
11,5.153291594497779,5.996373458704792
22,5.5134287461649825,5.644441200820784
0,3.8066624897703196,4.317939547514357
2,2.1972245773362196,1.3066174258552046
5,2.833213344056216,4.330531278710607
17,6.76849321164863,6.863964242212858
14,5.602118820879701,5.923751873541053
5,2.302585092994046,4.423473661799313
13,5.41610040220442,5.590045627754672
18,6.113682179832232,6.557711423317707
7,4.68213122712422,5.383941551731694
3,2.6390573296152584,4.987301994418709
11,5.5254529391317835,5.939583114910543
9,5.860786223465865,6.367438731710079
17,5.5909869805108565,5.316185585841013
18,6.091309882077698,6.394783724312032
22,4.997212273764115,5.461991974992411
7,5.288267030694535,5.862725238744345
15,5.204006687076795,6.124906389755844
12,4.997212273764115,5.310184458428531
16,5.3471075307174685,5.821390915964871
18,4.990432586778736,5.494768603814128
14,4.2626798770413155,5.140931476723416
16,6.208590026096629,6.698039352756533
14,5.204006687076795,5.69059246664255
0,3.1354942159291497,3.964560343652647
19,4.07753744390572,5.054646999808708
14,5.3612921657094255,5.646984862833308
7,6.2285110035911835,6.783842860740139
2,1.9459101490553132,3.488851835974268
22,5.659482215759621,5.697572922622952
20,3.6375861597263857,4.943413146217389
1,2.6390573296152584,3.533420283661095
16,6.102558594613569,6.601728399294005
12,6.5337888379333435,6.814841235166746
13,5.267858159063328,5.637283603342923
13,5.7745515455444085,6.176342045849691
4,1.791759469228055,4.2307231081313015
4,0.0,2.8233913395094725
23,4.406719247264253,5.056801105207779
22,5.236441962829949,5.610945702372546
10,4.770684624465665,5.349136547043903
13,5.25227342804663,5.413608651061766
9,4.844187086458591,5.354384607169397
11,5.384495062789089,5.732989646617644
5,2.3978952727983707,3.9280692261740864
13,5.703782474656201,6.168164434578854
9,5.327876168789581,5.7107949691220385
8,6.440946540632921,5.574114820488843
9,5.840641657373398,6.138707713973804
14,6.0112671744041615,6.3298715802858885
12,5.91350300563827,6.06948148621202
4,1.0986122886681098,3.7564348998992054
12,5.814130531825066,6.24492163015334
4,0.0,2.903141562522864
10,5.5254529391317835,5.967892301857108
4,1.0986122886681098,0.9562873804119829
3,3.4011973816621555,4.212821509293046
10,5.886104031450156,6.204522620075442
14,5.634789603169249,6.169953592987368
9,2.9444389791664403,3.7721217846043356
23,3.6375861597263857,5.052173704153102
12,5.41610040220442,5.764949497483415
14,5.7899601708972535,6.129048417366206
22,5.575949103146316,5.747547003133731
8,3.871201010907891,4.808165962190321
22,4.969813299576001,5.642329304905759
8,6.150602768446279,6.35661388776192
23,4.406719247264253,5.395907619808631
20,4.343805421853684,5.441446659767651
15,4.110873864173311,5.259457828888608
15,6.137727054086234,6.643725489626223
2,4.406719247264253,4.540532910645514
11,5.1647859739235145,5.557458353027891
8,5.996452088619021,6.045810710344952
13,5.4510384535657,5.7837905922289785
1,4.812184355372417,5.21121169852915
7,4.663439094112067,5.271161800617722
2,1.3862943611198906,2.93006012562063
23,4.1588830833596715,5.051747708045923
13,4.820281565605037,4.968832802250251
7,6.180016653652572,6.4332198161833976
15,6.008813185442595,6.501581125795383
7,5.631211781821365,7.024632935978389
10,4.700480365792417,6.38880532243826
6,4.454347296253507,5.021356705370658
5,1.3862943611198906,4.557003364917365
18,6.51025834052315,6.802304321905392
22,5.54907608489522,5.870493776304094
3,3.4965075614664802,3.3211855540924544
13,4.624972813284271,5.138995327974779
5,3.044522437723423,3.7527481488155816
18,5.966146739123692,6.245149553661567
9,4.634728988229636,5.497765536713362
16,6.293419278846481,6.763274432143863
10,5.2574953720277815,6.6917184194340615
5,1.0986122886681098,2.168539187164469
13,4.584967478670572,4.793551719295084
15,4.770684624465665,5.602942994594119
17,5.2832037287379885,5.433110574587824
20,5.272999558563747,5.72667295544273
6,3.8918202981106265,5.113464718628049
5,1.791759469228055,2.8915996396873394
10,4.04305126783455,8.594347074911331
10,5.62040086571715,5.973158778048802
3,0.0,1.5939818548373461
16,4.454347296253507,5.564525941844072
8,4.5217885770490405,4.811595060424238
12,4.499809670330265,5.082431948755444
15,5.645446897643238,6.150248155832108
18,6.539585955617669,6.790369371296988
18,5.176149732573829,5.890214003731799
4,1.3862943611198906,3.1268492848230434
2,1.0986122886681098,2.115270230429085
13,5.905361848054571,6.1702975192382254
16,5.659482215759621,5.859104353001811
6,2.0794415416798357,4.686009688757612
14,5.1298987149230735,5.850985849021836
3,0.0,1.2177741018821686
16,6.18826412308259,6.610192904558509
0,1.9459101490553132,1.2490433769534857
8,6.525029657843462,5.768427633911131
21,5.147494476813453,5.458217620765141
10,5.4116460518550396,6.197039473420089
7,6.320768294250582,6.647501030423561
16,5.272999558563747,5.631182236129498
5,3.4965075614664802,5.398004709497691
8,6.602587892189336,6.523339365969578
3,1.791759469228055,4.2253029274579355
20,5.493061443340548,5.984037952172524
15,5.267858159063328,5.928200365154628
1,3.044522437723423,3.932880257208964
3,2.8903717578961645,4.177675720105764
23,4.564348191467836,5.395640370797381
21,5.056245805348308,5.476225910589026
8,6.3561076606958915,5.7495566601787775
10,6.093569770045136,6.308501986784303
5,3.7612001156935624,4.151884742256991
8,6.3784261836515865,6.152759560994354
20,5.634789603169249,5.800414283145592
6,4.74493212836325,7.963221896261064
2,2.995732273553991,4.628786848657036
21,4.962844630259907,5.380259555776279
13,5.537334267018537,5.753542614728257
9,5.030437921392435,5.986791403049699
19,5.429345628954441,5.759673377012372
11,3.970291913552122,5.307705394266205
9,3.8501476017100584,16.886155248377882
8,6.577861357721047,6.5200854434244215
5,2.4849066497880004,2.548259882317368
7,5.905361848054571,6.333685020275196
4,0.0,0.9180771899409985
7,3.5553480614894135,4.239754849007017
1,2.6390573296152584,4.53139578594852
9,5.3612921657094255,6.778514265403731
21,5.318119993844216,5.687190172597022
15,5.472270673671475,6.193535148296873
18,6.461468176353717,6.762071598105772
18,6.309918278226516,6.219657468893145
15,4.787491742782046,5.605330851934499
20,5.303304908059076,5.719097510859148
0,3.367295829986474,1.6203269188469136
19,4.9344739331306915,5.444846499390508
14,5.3706380281276624,5.806335869905078
8,2.6390573296152584,3.4506776653679614
17,5.840641657373398,6.2311825143859325
9,5.902633333401366,6.637410594773618
19,6.2422232654551655,6.703251526506182
11,4.060443010546419,5.169469454283897
0,3.871201010907891,4.640487735066745
10,4.07753744390572,5.392617249174278
18,5.602118820879701,6.124921109154033
1,3.7376696182833684,4.500547254977362
9,5.0106352940962555,6.048043001497597
17,6.403574197934815,6.066440833344901
18,6.652863029353347,6.867490555058481
4,1.791759469228055,2.9654086867906186
0,4.060443010546419,4.915658459959944
17,6.018593214496234,5.631442907004551
19,3.5553480614894135,4.242965947358165
15,5.627621113690637,6.267635492787116
15,5.220355825078324,6.121585585749269
21,5.823045895483019,5.996470853469106
12,5.545177444479562,6.010990890173075
19,5.676753802268282,6.135217114640446
9,5.247024072160486,5.672124860781572
23,2.1972245773362196,4.05174565565597
4,1.9459101490553132,3.2367484281596113
0,3.367295829986474,4.350457437061652
2,1.6094379124341003,4.023307712445517
14,5.318119993844216,5.721880329591078
9,4.890349128221754,5.080518195350274
22,4.736198448394496,5.235626364795012
1,4.07753744390572,4.856367927682895
2,0.6931471805599453,3.0184570392951895
7,6.198478716492308,6.444040851338771
3,1.3862943611198906,2.9040244085468574
8,4.77912349311153,5.429181242887754
1,4.30406509320417,5.2900986524785
14,4.219507705176107,5.222929142741553
21,5.342334251964811,5.663782281324502
19,4.418840607796598,5.293495976663195
13,5.932245187448011,5.672186978381623
14,6.593044534142437,6.8281815910992325
1,3.2188758248682006,4.224121128668615
16,6.269096283706261,6.706066257812451
16,5.84354441703136,6.45411261396001
3,0.0,1.0435048040605859
21,5.247024072160486,5.467712525279105
16,5.986452005284438,6.146173468515961
22,4.709530201312334,5.207987311282919
22,4.770684624465665,5.171283936125247
21,4.927253685157205,5.444223562774521
17,6.324358962381311,6.383683381015839
3,3.8066624897703196,4.369013969883693
5,3.6888794541139363,4.672667977520332
9,5.560681631015528,6.4783465186441145
13,5.476463551931511,5.773361229908758
0,3.4965075614664802,4.785452070957405
22,5.087596335232384,5.411093610177785
19,5.8971538676367405,6.300497095667079
4,0.0,1.0889176561468088
5,1.6094379124341003,2.9475190239663225
18,4.890349128221754,5.160750864951523
16,5.720311776607412,6.433545457713023
12,3.970291913552122,5.132500426075412
12,5.66988092298052,5.852070060356042
21,4.04305126783455,5.226725919412421
23,4.584967478670572,5.294048563152018
2,0.0,1.778345830206546
1,5.123963979403259,5.556408137266886
7,6.0867747269123065,6.4882504266005805
3,3.258096538021482,2.1458899519824417
4,1.0986122886681098,4.7015704053581855
0,4.700480365792417,4.968192891666946
0,4.007333185232471,4.762099919075414
10,5.3230099791384085,6.1337314255035995
21,5.337538079701318,5.717410497695019
18,3.8918202981106265,4.9847925565326525
15,5.123963979403259,5.498876282237863
1,4.727387818712341,5.420722260588741
17,6.327936783729195,6.551232834127948
14,4.718498871295094,5.510820673724182
4,2.0794415416798357,3.3553129816261364
4,1.3862943611198906,3.6822052102833935
17,5.7745515455444085,5.8508804809404555
12,5.365976015021851,5.658607006194197
21,4.795790545596741,5.342147829538243
17,6.023447592961033,6.1309963995075245
23,4.762173934797756,5.600598401361011
20,5.676753802268282,6.111379386357147
23,3.9889840465642745,5.013953197473469
6,4.653960350157523,5.290771929991741
4,2.6390573296152584,4.463324919379337
15,5.799092654460526,5.954724854886983
4,0.0,3.8318627545545842
1,4.127134385045092,6.471491785443013
12,5.62040086571715,5.751814362530227
14,5.288267030694535,5.601497526008664
13,5.5134287461649825,5.9102042659042135
19,6.408528791059498,6.660249037466341
7,5.910796644040527,6.614145318553435
1,3.5263605246161616,4.331259975103807
6,4.804021044733257,5.118458937321773
14,4.77912349311153,5.273144344230217
19,5.762051382780177,5.8944707937287655
5,3.5553480614894135,4.039663874322312
13,5.099866427824199,5.299598069378167
0,2.4849066497880004,2.754093182825986
15,5.159055299214529,5.94173145230938
2,4.23410650459726,4.299363606991996
4,1.6094379124341003,3.090502793747683
18,6.272877006546167,6.430283500636139
10,5.214935757608986,5.9931354716886
10,5.560681631015528,5.832702371246609
0,4.0943445622221,4.184124334995747
8,6.385194398997726,5.842003358218337
3,3.258096538021482,2.383909707089918
11,4.07753744390572,5.244016117455908
4,0.0,3.3539899108338496
21,5.337538079701318,5.49137399656082
11,5.278114659230517,5.893658367744366
11,4.836281906951478,5.329710959437031
17,5.60947179518496,5.744763705222829
9,4.941642422609304,5.761778959986036
8,6.470799503782602,6.217582948453306
3,2.6390573296152584,3.2645581985562386
13,5.231108616854587,5.564981864878205
20,5.8377304471659395,6.092174573869459
10,4.948759890378168,6.33637725939002
20,3.9512437185814275,4.948389054141613
20,5.3981627015177525,5.704143634541988
16,5.736572297479192,6.515876127509705
19,6.089044875446846,6.38929941461728
4,1.3862943611198906,1.2238433917090872
20,5.093750200806762,5.636336292270598
22,4.248495242049359,5.112538430958888
2,4.465908118654584,4.82433168423702
10,5.123963979403259,6.157281900227101
3,3.7376696182833684,4.033063570449283
4,1.791759469228055,3.281976325328723
11,5.476463551931511,6.087905632878137
21,5.41610040220442,5.742340421130898
9,5.332718793265369,5.628584093802694
6,5.017279836814924,5.746352431801139
7,5.676753802268282,6.189531101919359
12,5.568344503761097,5.942761004736075
3,3.7376696182833684,4.5318813867154395
15,6.0014148779611505,6.395789582616425
1,2.5649493574615367,4.569726009587291
7,4.68213122712422,4.604572861829356
5,2.70805020110221,4.211893036202242
4,2.1972245773362196,3.114400763294064
7,6.150602768446279,7.032969154827195
9,5.5909869805108565,5.275061512431664
20,5.5254529391317835,5.868083085206958
15,5.017279836814924,5.718561382690914
6,4.897839799950911,4.908235914148057
22,5.41610040220442,5.803002762061568
14,5.860786223465865,6.225962439172067
19,5.44673737166631,5.809110075548057
12,4.356708826689592,4.853562110804207
20,4.442651256490317,5.308027785869718
13,5.176149732573829,5.5450135688364535
18,6.156978985585555,6.560265375554204
13,5.278114659230517,5.688804538979912
18,6.236369590203704,6.377343749860499
16,5.170483995038151,5.927224658166985
10,5.41610040220442,6.1918014969371304
13,4.718498871295094,5.054511241246945
3,3.970291913552122,4.7146968061352394
0,2.5649493574615367,4.021016155817611
0,3.912023005428146,4.102320515953638
9,5.8944028342648505,7.09309415381125
2,0.0,2.206061275338837
17,6.293419278846481,6.558340550452065
15,6.322565239927284,6.6891378711664595
21,5.14166355650266,5.432642128937595
7,5.424950017481403,5.817241508796124
0,3.4965075614664802,1.750877857320822
17,4.812184355372417,5.284088409148066
19,5.262690188904886,5.696186792779137
18,6.289715570908998,6.5880021972153475
14,5.062595033026967,5.64568333259755
7,2.9444389791664403,4.553840139778684
22,5.44673737166631,5.586570252525748
22,4.564348191467836,5.439024907729489
23,3.871201010907891,5.088150647786548
6,4.04305126783455,3.752497418165124
7,5.8998973535824915,6.792575690981222
7,5.700443573390687,6.0688747181480975
21,3.6375861597263857,4.656054910121141
22,5.056245805348308,5.440939573084833
2,1.6094379124341003,3.1219250227865096
12,5.998936561946683,6.140832232250689
0,2.772588722239781,2.9491511538498205
2,1.3862943611198906,2.610701351668177
13,4.897839799950911,5.427845059651773
18,5.666426688112432,5.913095651849974
9,3.8918202981106265,4.795406127073232
1,3.295836866004329,4.3642254453525
19,5.605802066295998,6.243089515710402
9,5.424950017481403,5.7387679543067245
7,4.948759890378168,6.459919521779759
15,5.998936561946683,6.410453393272946
10,5.8971538676367405,6.253203782035888
9,5.480638923341991,6.21293602771144
13,4.912654885736052,5.356836519706006
9,5.153291594497779,5.636717000019583
9,5.214935757608986,6.227036000774262
13,5.666426688112432,6.03561191807484
23,4.23410650459726,5.203328315886642
0,4.330733340286331,4.751958541764763
20,5.717027701406222,5.7172777892577455
14,6.304448802421981,6.5655871518142614
6,0.0,1.548356766109649
13,5.099866427824199,5.387722311521064
21,5.723585101952381,5.976812613144157
5,2.6390573296152584,2.405043047097872
14,3.2188758248682006,4.882544156001792
10,6.20050917404269,6.437542253885862
10,4.61512051684126,5.466815113084424
3,1.0986122886681098,2.0757164083133297
19,6.077642243349034,6.39569136894774
23,4.543294782270004,5.215189750242338
9,5.5909869805108565,5.948369418839726
1,4.820281565605037,5.183477392910405
22,4.330733340286331,5.037342723417131
16,5.932245187448011,6.312602902840331
1,0.6931471805599453,1.849605458564736
14,4.553876891600541,4.902320675562556
21,5.438079308923196,6.110215222419232
5,2.5649493574615367,0.9372190995752848
18,5.117993812416755,5.784464595434239
10,4.553876891600541,5.56046299765848
7,2.5649493574615367,5.37205928856199
19,5.123963979403259,5.574076386585538
6,2.302585092994046,2.7136574898652017
6,4.787491742782046,5.09226788664362
9,5.220355825078324,5.888028254844533
13,5.602118820879701,5.623247329768763
22,5.204006687076795,5.5143624128177695
2,2.8903717578961645,3.5585756641888646
10,4.770684624465665,5.631099814657984
19,5.817111159963204,6.174502070429542
14,5.631211781821365,6.237049944268839
9,5.771441123130016,6.656981874675951
11,5.123963979403259,5.367706929112655
10,4.867534450455582,5.633958150750273
23,4.143134726391533,5.228642136717639
22,4.795790545596741,5.490396732900076
9,5.25227342804663,5.67761644862714
20,3.9889840465642745,5.1263384370859875
22,5.19295685089021,5.576511221070615
6,2.1972245773362196,2.3431764650629554
18,6.673297967767654,6.989188331949458
16,6.093569770045136,6.245656154010085
10,5.25227342804663,5.804672392642356
2,4.0943445622221,6.654783421433506
3,0.6931471805599453,4.417537702875673
16,4.454347296253507,5.0790367805120935
9,4.955827057601261,5.634722780398936
11,5.0689042022202315,5.4006634381869345
11,4.634728988229636,5.466393181514883
8,3.295836866004329,3.899185650538319
2,0.0,3.1547540457525516
9,5.231108616854587,6.065658440681089
7,5.771441123130016,6.01601208048956
8,6.519147287940395,6.31322122340391
21,4.143134726391533,4.9687437261325735
13,5.6131281063880705,5.955661655747281
12,5.575949103146316,5.752152491914905
20,5.8289456176102075,6.071118921981862
12,5.6131281063880705,5.807736032990452
3,0.6931471805599453,0.7342729478553967
11,4.61512051684126,5.526242650408289
1,3.044522437723423,5.013632628719193
21,3.332204510175204,4.648361581009544
20,5.723585101952381,5.781472297947553
20,5.673323267171493,6.033253970273006
12,5.805134968916488,6.096982210136331
9,5.568344503761097,6.043515865055593
20,6.077642243349034,6.459433670064782
23,4.875197323201151,5.397375906706548
19,5.529429087511423,6.061311108238211
1,4.007333185232471,5.257477535049353
18,3.7612001156935624,5.002183327163501
23,5.241747015059643,5.432082182396765
22,5.564520407322694,5.9097149707472685
9,5.225746673713202,6.195638154465769
19,6.230481447578482,6.423726172761149
1,3.4965075614664802,4.316940804346482
0,3.5263605246161616,4.97377176143828
17,6.799055862058796,6.617534311754721
18,4.430816798843313,5.0470575892409695
12,5.6240175061873385,5.950226421802823
12,5.030437921392435,5.442814464841234
10,2.302585092994046,3.8092108482952045
12,5.976350909297934,6.196202454869802
14,2.4849066497880004,3.523260564763958
16,5.4116460518550396,5.9656541158697065
18,6.198478716492308,6.49539028004648
0,3.295836866004329,3.5705711237289073
20,5.3612921657094255,5.451309149371935
16,5.726847747587197,6.405385860511425
